timestamp_15mins,visibility_meters,has_wind,wind_direction,wind_is_variable,wind_speed_kt,wind_gust_kt,qnh_hpa,sky_cover,altitude_ft,cumulonimbus,probability,has_prob,temperature_delta,weather_score
2023-06-25 00:00:00+00:00,8924.484126984127,1,180.0,0,6.544090056285178,22.76923076923077,101388.33333333333,3.0,1600.0,0.0,0.9,False,-15.0,0.12664165103189493
2023-06-25 00:15:00+00:00,6249.5,1,320.0,0,6.5,22.76923076923077,101388.33333333333,3.0,2000.0,0.0,0.9,False,-15.0,0.5
2023-06-25 00:30:00+00:00,9999.074074074075,1,157.0,0,4.148148148148148,22.76923076923077,101388.33333333333,8.0,2500.0,0.0,0.9,False,-15.0,0.0
2023-06-25 00:45:00+00:00,6000.0,1,154.0,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 01:00:00+00:00,6000.0,1,157.11764705882354,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 01:15:00+00:00,6000.0,1,160.23529411764707,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 01:30:00+00:00,6000.0,1,163.35294117647058,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 01:45:00+00:00,6000.0,1,166.47058823529412,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 02:00:00+00:00,6000.0,1,169.58823529411765,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 02:15:00+00:00,6000.0,1,172.7058823529412,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 02:30:00+00:00,6000.0,1,175.8235294117647,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 02:45:00+00:00,6000.0,1,178.94117647058823,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 03:00:00+00:00,6000.0,1,182.05882352941177,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
2023-06-25 03:15:00+00:00,6000.0,1,185.1764705882353,0,10.0,20.0,101388.33333333333,3.0,3000.0,0.0,0.9,False,-15.0,1.2
