timestamp_15mins,visibility_meters,has_wind,wind_direction,wind_is_variable,wind_speed_kt,wind_gust_kt,qnh_hpa,sky_cover,altitude_ft,cumulonimbus,probability,has_prob,temperature_delta,weather_score
2022-10-21 00:00:00+00:00,8941.786516853932,1,183.0,0,7.094218415417559,30.5,101938.875,3.0,2000.0,0.0,0.9,False,-15.0,0.14025695931477516
2022-10-21 00:15:00+00:00,9999.8,1,276.0,0,10.2,30.5,101938.875,3.0,1200.0,0.0,0.9,False,9.0,0.0
2022-10-21 00:30:00+00:00,9999.0,1,130.0,0,5.464285714285714,30.5,101938.875,1.0,1800.0,0.0,0.9,False,9.0,0.0
2022-10-21 00:45:00+00:00,9599.6,1,230.0,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 01:00:00+00:00,9599.6,1,225.05882352941177,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 01:15:00+00:00,9599.6,1,220.11764705882354,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 01:30:00+00:00,9599.6,1,215.1764705882353,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 01:45:00+00:00,9599.6,1,210.23529411764707,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 02:00:00+00:00,9599.6,1,205.2941176470588,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 02:15:00+00:00,9599.6,1,200.35294117647058,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 02:30:00+00:00,9599.6,1,195.41176470588235,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 02:45:00+00:00,9599.6,1,190.47058823529412,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 03:00:00+00:00,9599.6,1,185.52941176470588,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 03:15:00+00:00,9599.6,1,180.58823529411765,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 03:30:00+00:00,9599.6,1,175.6470588235294,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 03:45:00+00:00,9599.6,1,170.70588235294116,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 04:00:00+00:00,9599.6,1,165.76470588235293,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 04:15:00+00:00,9599.6,1,160.8235294117647,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 04:30:00+00:00,9599.6,1,155.88235294117646,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 04:45:00+00:00,9599.6,1,150.94117647058823,0,7.8,30.5,101938.875,3.0,2000.0,0.0,0.9,False,10.0,0.0
2022-10-21 05:00:00+00:00,7985.444444444444,1,146.0,0,10.5,22.0,101938.875,3.0,5000.0,0.0,0.9,False,9.0,0.5208333333333334
2022-10-21 05:15:00+00:00,6406.0,1,136.0,0,10.666666666666666,25.0,100136.0,3.0,1000.0,0.0,0.9,False,9.0,1.1666666666666667
2022-10-21 05:30:00+00:00,9999.0,1,169.0,0,5.0,25.0,101151.0,1.0,25000.0,0.0,0.9,False,9.0,0.0
2022-10-21 05:45:00+00:00,6758.571428571428,1,202.0,0,6.285714285714286,25.0,101558.0,5.0,300.0,0.0,0.9,False,9.0,0.8571428571428571
2022-10-21 06:00:00+00:00,8176.491642651296,1,176.0,0,7.0786937901498925,24.490384615384617,101524.0,3.0,4000.0,0.0,0.9,False,-15.0,0.21134296415195292
2022-10-21 06:15:00+00:00,8921.896551724138,1,182.0,0,6.27027027027027,24.490384615384617,101524.0,1.0,2000.0,0.0,0.3,True,-14.0,0.21621621621621623
2022-10-21 06:30:00+00:00,8224.601265822785,1,191.0,0,6.441358024691358,25.6,101524.0,1.0,1800.0,0.0,0.9,False,7.0,0.08950617283950617
2022-10-21 06:45:00+00:00,8480.666666666666,1,127.0,0,5.094117647058823,22.0,101524.0,5.0,1600.0,0.0,0.4,True,7.0,0.17647058823529413
2022-10-21 07:00:00+00:00,7636.756097560976,1,191.0,0,7.841463414634147,24.0,101460.85714285714,5.0,800.0,0.0,0.9,False,-15.0,0.3170731707317073
2022-10-21 07:15:00+00:00,8799.4,1,210.0,0,7.5,24.0,101118.0,1.0,6600.0,0.0,0.9,False,-15.0,0.16666666666666666
2022-10-21 07:30:00+00:00,7327.5,1,206.0,0,6.166666666666667,18.0,101118.0,3.0,800.0,0.0,0.9,False,-15.0,0.75
2022-10-21 07:45:00+00:00,4913.25,1,163.0,0,8.8,24.0,101118.0,5.0,200.0,0.0,0.9,False,-15.0,0.3
2022-10-21 08:00:00+00:00,8806.185185185184,1,208.0,0,9.184615384615384,23.818181818181817,101354.75,5.0,15000.0,0.0,0.9,False,9.0,0.13636363636363635
2022-10-21 08:15:00+00:00,7865.571428571428,1,246.0,0,6.875,26.5,101795.0,8.0,500.0,0.0,0.9,False,10.0,0.875
2022-10-21 08:30:00+00:00,3000.0,1,40.0,0,8.0,26.5,101795.0,1.0,400.0,0.0,0.9,False,10.0,1.5
2022-10-21 08:45:00+00:00,5000.0,1,260.0,0,6.333333333333333,26.5,100102.0,8.0,500.0,0.0,0.9,False,10.0,0.3333333333333333
2022-10-21 09:00:00+00:00,9039.162303664922,1,193.0,0,7.196850393700787,21.35,101544.4,3.0,2000.0,0.0,0.9,False,-18.0,0.1594488188976378
2022-10-21 09:15:00+00:00,8428.333333333334,1,144.0,0,4.8,21.35,101303.66666666667,3.0,800.0,0.0,0.9,False,10.0,0.3
2022-10-21 09:30:00+00:00,8680.823529411764,1,152.0,0,6.481481481481482,21.35,101761.0,1.0,6000.0,0.0,0.9,False,-16.0,0.14814814814814814
2022-10-21 09:45:00+00:00,9599.2,1,101.0,0,3.9375,21.35,101134.5,1.0,1000.0,0.0,0.4,True,-17.0,0.0
2022-10-21 10:00:00+00:00,7738.5,1,171.0,0,8.0,23.25,101287.0,3.0,1500.0,0.0,0.9,False,7.0,0.35555555555555557
2022-10-21 10:15:00+00:00,9332.666666666666,1,220.0,0,10.333333333333334,23.25,101050.0,5.0,1500.0,0.0,0.9,False,-16.0,0.5
2022-10-21 10:30:00+00:00,9999.0,1,183.0,0,9.0,23.25,101050.0,1.0,1000.0,0.0,0.9,False,-16.0,0.0
2022-10-21 10:45:00+00:00,9999.0,1,77.0,0,7.75,23.25,101050.0,3.0,2000.0,0.0,0.9,False,-16.0,0.0
2022-10-21 11:00:00+00:00,8361.304347826086,1,180.0,0,10.538461538461538,24.636363636363637,101429.88888888889,5.0,700.0,0.0,0.9,False,7.0,0.2875
2022-10-21 11:15:00+00:00,3218.0,1,60.0,0,20.0,30.0,101429.88888888889,5.0,800.0,0.0,0.9,False,7.0,0.0
2022-10-21 11:30:00+00:00,9999.0,1,170.0,0,6.8,30.0,101614.0,3.0,1500.0,0.0,0.9,False,7.0,0.0
2022-10-21 11:45:00+00:00,9999.0,1,40.0,0,12.0,30.0,101614.0,3.0,2000.0,0.0,0.9,False,7.0,0.0
2022-10-21 12:00:00+00:00,8293.51827605019,1,183.0,0,7.7685,24.536363636363635,101309.5,1.0,6000.0,0.0,0.9,False,9.0,0.2904595404595405
2022-10-21 12:15:00+00:00,8666.01923076923,1,192.0,0,8.211538461538462,23.5,100559.0,1.0,2500.0,0.0,0.9,False,-14.0,0.15384615384615385
2022-10-21 12:30:00+00:00,8978.509615384615,1,158.0,0,6.552083333333333,27.88888888888889,101253.0,3.0,2000.0,0.0,0.9,False,10.0,0.09375
2022-10-21 12:45:00+00:00,8650.314285714287,1,170.0,0,6.088235294117647,22.714285714285715,101253.0,3.0,10000.0,0.0,0.9,False,7.0,0.16911764705882354
2022-10-21 13:00:00+00:00,8423.892857142857,1,181.0,0,9.44578313253012,25.0,101617.125,5.0,800.0,0.0,0.9,False,-15.0,0.08433734939759036
2022-10-21 13:15:00+00:00,8521.42857142857,1,130.0,0,8.222222222222221,25.0,101456.0,1.0,1000.0,0.0,0.4,True,-16.0,0.1111111111111111
2022-10-21 13:30:00+00:00,5266.666666666667,1,203.0,0,9.75,25.0,101118.0,8.0,500.0,0.0,0.9,False,-16.0,0.75
2022-10-21 13:45:00+00:00,5266.666666666667,1,266.0,0,5.75,25.0,101118.0,8.0,500.0,0.0,0.9,False,-16.0,0.0
2022-10-21 14:00:00+00:00,6297.428571428572,1,202.0,0,9.371428571428572,23.653846153846153,101151.0,5.0,200.0,0.0,0.9,False,6.0,0.1736111111111111
2022-10-21 14:15:00+00:00,7749.833333333333,1,160.0,0,12.0,35.0,101100.5,5.0,300.0,0.0,0.4,True,6.0,0.625
2022-10-21 14:30:00+00:00,2000.0,1,275.0,0,11.285714285714286,20.0,101100.5,5.0,300.0,0.0,0.9,False,6.0,0.35714285714285715
2022-10-21 14:45:00+00:00,6437.0,1,302.0,0,7.8,22.0,101100.5,3.0,300.0,0.0,0.9,False,6.0,0.6
2022-10-21 15:00:00+00:00,9065.0,1,186.0,0,8.368217054263566,21.670886075949365,101574.66666666667,1.0,3500.0,0.0,0.9,False,-16.0,0.07279693486590039
2022-10-21 15:15:00+00:00,8247.8,1,195.0,0,7.408163265306122,15.0,101388.5,5.0,600.0,0.0,0.9,False,-16.0,0.061224489795918366
2022-10-21 15:30:00+00:00,9239.28,1,175.0,0,8.28,20.0,101829.0,1.0,3000.0,0.0,0.9,False,8.0,0.08
